Sales Person,Geography,Product,Date,Sales,Boxes
Brien Boise,India  ,Drinking Coco,16/11/2023,"$5,587 ",62
Andria Kimpton,USA  ,Caramel Stuffed Bars,17/11/2023,"$3,564 ",222
Curtice Advani,USA  ,Manuka Honey Choco,17/11/2023,"$4,966 ",134
Gigi Bohling,Australia ,Organic Choco Syrup,17/11/2023,"$7,871 ",611
Jehu Rudeforth,Canada ,70% Dark Bites,17/11/2023,"$2,171 ",167
Dennison Crosswaite,USA ,85% Dark Bars,17/11/2023,"$1,697 ",164
Karlen McCaffrey,New Zealand   ,Milk Bars,17/11/2023,$722 ,59
Jan Morforth,India ,After Nines,17/11/2023,"$7,526 ",252
Ches Bonnell,UK   ,Peanut Butter Cubes,17/11/2023,"$9,187 ",125
Kelci Walkden,India   ,Choco Coated Almonds,17/11/2023,"$1,645 ",671
Gunar Cockshoot,UK   ,White Choc,17/11/2023,"$4,919 ",138
Karlen McCaffrey,UK   ,Almond Choco,17/11/2023,"$8,242 ",284
Jehu Rudeforth,UK  ,70% Dark Bites,17/11/2023,"$10,181 ",1224
Gunar Cockshoot,New Zealand  ,Spicy Special Slims,17/11/2023,"$5,931 ",112
Mallorie Waber,USA   ,After Nines,17/11/2023,"$4,478 ",528
Brien Boise,Australia ,After Nines,17/11/2023,"$2,138 ",52
Husein Augar,Australia  ,50% Dark Bites,17/11/2023,"$6,680 ",248
Karlen McCaffrey,USA   ,Milk Bars,17/11/2023,"$5,578 ",363
Curtice Advani,USA,Fruit & Nut Bars,17/11/2023,"$7,596 ",356
Gunar Cockshoot,Canada,Spicy Special Slims,17/11/2023,"$11,995 ",62
Roddy Speechley,UK   ,70% Dark Bites,17/11/2023,"$2,507 ",1023
Kelci Walkden,Australia   ,Spicy Special Slims,17/11/2023,"$7,173 ",46
Oby Sorrel,USA ,Organic Choco Syrup,17/11/2023,"$11,086 ",823
Jehu Rudeforth,USA,Peanut Butter Cubes,20/11/2023,"$5,904 ",433
Mallorie Waber,Australia ,99% Dark & Pure,20/11/2023,"$12,040 ",264
Dennison Crosswaite,UK,Spicy Special Slims,20/11/2023,"$5,175 ",445
Rafaelita Blaksland,UK  ,Drinking Coco,20/11/2023,"$6,939 ",569
Kaine Padly,UK   ,Caramel Stuffed Bars,20/11/2023,"$3,695 ",24
Curtice Advani,Australia   ,70% Dark Bites,20/11/2023,"$4,615 ",641
Gigi Bohling,New Zealand  ,Manuka Honey Choco,20/11/2023,"$4,316 ",457
Kaine Padly,Canada  ,Caramel Stuffed Bars,20/11/2023,"$5,758 ",692
Rafaelita Blaksland,UK,Milk Bars,20/11/2023,"$11,633 ",744
Wilone O'Kielt,Canada   ,Spicy Special Slims,20/11/2023,"$6,165 ",111
Marney O'Breen,Canada  ,Spicy Special Slims,20/11/2023,"$9,261 ",300
Brien Boise,USA,Drinking Coco,20/11/2023,"$6,248 ",447
Karlen McCaffrey,India   ,Fruit & Nut Bars,20/11/2023,"$2,349 ",246
Dennison Crosswaite,UK ,50% Dark Bites,20/11/2023,"$11,921 ",126
Gunar Cockshoot,UK  ,Organic Choco Syrup,20/11/2023,"$9,943 ",582
Beverie Moffet,India ,99% Dark & Pure,20/11/2023,"$11,574 ",507
Ches Bonnell,Canada   ,After Nines,20/11/2023,"$13,516 ",433
Gunar Cockshoot,New Zealand  ,Orange Choco,21/11/2023,"$9,329 ",534
Gunar Cockshoot,Australia ,Manuka Honey Choco,21/11/2023,$936 ,408
Marney O'Breen,USA   ,85% Dark Bars,21/11/2023,"$12,458 ",224
Gigi Bohling,USA,Baker's Choco Chips,21/11/2023,$711 ,182
Curtice Advani,New Zealand   ,Raspberry Choco,21/11/2023,"$3,805 ",1049
Jehu Rudeforth,Canada ,Manuka Honey Choco,21/11/2023,"$1,931 ",110
Van Tuxwell,Australia  ,Choco Coated Almonds,21/11/2023,"$2,360 ",52
Kaine Padly,Canada,Spicy Special Slims,21/11/2023,"$9,779 ",329
Gigi Bohling,Canada,99% Dark & Pure,21/11/2023,"$7,045 ",148
Jan Morforth,Canada   ,Drinking Coco,21/11/2023,"$8,519 ",266
Jehu Rudeforth,Australia ,Almond Choco,21/11/2023,"$2,783 ",77
Barr Faughny,New Zealand  ,After Nines,21/11/2023,"$4,628 ",321
Husein Augar,India   ,Baker's Choco Chips,21/11/2023,"$9,428 ",295
Oby Sorrel,UK,Mint Chip Choco,21/11/2023,$779 ,473
Beverie Moffet,UK,Milk Bars,21/11/2023,"$6,320 ",417
Curtice Advani,UK ,Raspberry Choco,21/11/2023,"$10,274 ",223
Marney O'Breen,New Zealand  ,Eclairs,21/11/2023,"$2,993 ",321
Dennison Crosswaite,USA ,After Nines,21/11/2023,"$3,744 ",178
Kelci Walkden,Canada  ,99% Dark & Pure,21/11/2023,"$13,185 ",111
Roddy Speechley,Australia ,White Choc,21/11/2023,"$7,677 ",369
Ches Bonnell,Australia  ,Almond Choco,21/11/2023,"$4,379 ",5
Kaine Padly,Australia  ,Choco Coated Almonds,22/11/2023,"$3,157 ",267
Roddy Speechley,Australia ,After Nines,22/11/2023,"$2,421 ",524
Gigi Bohling,New Zealand  ,Mint Chip Choco,22/11/2023,$443 ,466
Van Tuxwell,New Zealand  ,99% Dark & Pure,22/11/2023,"$6,980 ",393
Brien Boise,Australia  ,50% Dark Bites,22/11/2023,"$2,205 ",181
Andria Kimpton,USA,Eclairs,22/11/2023,"$4,340 ",223
Jehu Rudeforth,India ,Peanut Butter Cubes,22/11/2023,"$8,057 ",405
Barr Faughny,India   ,85% Dark Bars,22/11/2023,"$5,837 ",169
Jehu Rudeforth,UK,Choco Coated Almonds,22/11/2023,$65 ,362
Wilone O'Kielt,New Zealand ,85% Dark Bars,22/11/2023,"$7,848 ",190
Curtice Advani,New Zealand ,Spicy Special Slims,22/11/2023,"$4,115 ",546
Andria Kimpton,USA  ,85% Dark Bars,22/11/2023,"$1,928 ",94
Curtice Advani,Australia  ,Almond Choco,22/11/2023,"$5,576 ",77
Ches Bonnell,Canada,Orange Choco,22/11/2023,"$7,157 ",366
Madelene Upcott,USA   ,85% Dark Bars,22/11/2023,"$1,980 ",228
Husein Augar,Australia   ,85% Dark Bars,22/11/2023,"$6,246 ",345
Madelene Upcott,New Zealand ,Peanut Butter Cubes,22/11/2023,"$8,858 ",29
Oby Sorrel,India,Manuka Honey Choco,23/11/2023,"$3,328 ",142
Gunar Cockshoot,New Zealand   ,85% Dark Bars,23/11/2023,"$3,258 ",439
Husein Augar,Canada  ,Manuka Honey Choco,23/11/2023,"$4,300 ",48
Ches Bonnell,USA,Eclairs,23/11/2023,"$6,498 ",134
Kelci Walkden,USA   ,50% Dark Bites,23/11/2023,"$1,204 ",403
Oby Sorrel,Australia,85% Dark Bars,23/11/2023,$203 ,245
Kelci Walkden,Canada   ,Drinking Coco,23/11/2023,"$3,627 ",321
Husein Augar,UK ,After Nines,23/11/2023,"$8,388 ",294
Madelene Upcott,Australia ,50% Dark Bites,23/11/2023,"$6,152 ",1000
Andria Kimpton,India   ,Choco Coated Almonds,23/11/2023,"$6,041 ",93
Karlen McCaffrey,India  ,Caramel Stuffed Bars,23/11/2023,"$18,628 ",507
Brien Boise,UK ,Organic Choco Syrup,23/11/2023,"$4,736 ",398
Beverie Moffet,New Zealand  ,85% Dark Bars,23/11/2023,"$5,623 ",188
Ches Bonnell,Canada,Raspberry Choco,23/11/2023,"$8,447 ",1192
Gunar Cockshoot,Canada ,Raspberry Choco,23/11/2023,"$1,233 ",849
Oby Sorrel,Australia ,Peanut Butter Cubes,23/11/2023,"$10,604 ",185
Mallorie Waber,USA   ,50% Dark Bites,23/11/2023,$83 ,74
Camilla Castle,Canada   ,Raspberry Choco,23/11/2023,"$3,499 ",345
Madelene Upcott,India ,After Nines,23/11/2023,"$7,610 ",111
Jehu Rudeforth,New Zealand ,Choco Coated Almonds,23/11/2023,"$6,100 ",486
Jan Morforth,USA  ,70% Dark Bites,23/11/2023,"$2,939 ",153
Karlen McCaffrey,USA  ,99% Dark & Pure,24/11/2023,"$9,176 ",5
Jehu Rudeforth,India   ,Eclairs,24/11/2023,"$5,137 ",113
Mallorie Waber,Canada,50% Dark Bites,24/11/2023,"$3,238 ",952
Karlen McCaffrey,UK ,Orange Choco,24/11/2023,"$9,329 ",207
Barr Faughny,India   ,Milk Bars,24/11/2023,"$3,854 ",120
Barr Faughny,New Zealand,Manuka Honey Choco,24/11/2023,"$8,798 ",66
Oby Sorrel,USA  ,Spicy Special Slims,24/11/2023,"$5,720 ",267
Kaine Padly,Canada   ,Manuka Honey Choco,24/11/2023,"$8,152 ",37
Marney O'Breen,UK ,Smooth Silky Salty,24/11/2023,"$4,358 ",1163
Andria Kimpton,India ,Baker's Choco Chips,24/11/2023,"$10,679 ",13
Rafaelita Blaksland,India   ,Choco Coated Almonds,24/11/2023,"$7,729 ",781
Husein Augar,UK   ,Choco Coated Almonds,24/11/2023,"$1,539 ",310
Husein Augar,India ,99% Dark & Pure,24/11/2023,"$7,137 ",385
Andria Kimpton,USA   ,After Nines,24/11/2023,"$8,305 ",4
Beverie Moffet,India  ,70% Dark Bites,24/11/2023,"$2,039 ",281
Camilla Castle,India  ,Fruit & Nut Bars,24/11/2023,$959 ,1622
Jan Morforth,USA  ,Smooth Silky Salty,24/11/2023,"$2,266 ",525
Dotty Strutley,India,Eclairs,24/11/2023,"$7,745 ",319
Ches Bonnell,Canada   ,Peanut Butter Cubes,27/11/2023,"$5,256 ",112
Jehu Rudeforth,India   ,Mint Chip Choco,27/11/2023,"$2,594 ",667
Husein Augar,Australia   ,Organic Choco Syrup,27/11/2023,"$2,207 ",110
Brien Boise,UK ,Drinking Coco,27/11/2023,"$5,699 ",360
Ches Bonnell,USA ,Spicy Special Slims,27/11/2023,"$4,523 ",575
Wilone O'Kielt,New Zealand ,Eclairs,27/11/2023,"$2,882 ",259
Roddy Speechley,UK,Eclairs,27/11/2023,"$1,620 ",159
Ches Bonnell,Canada ,Baker's Choco Chips,27/11/2023,"$5,337 ",166
Gigi Bohling,UK   ,Drinking Coco,27/11/2023,"$6,073 ",97
Karlen McCaffrey,New Zealand   ,85% Dark Bars,27/11/2023,"$5,897 ",442
Beverie Moffet,Canada   ,70% Dark Bites,27/11/2023,"$3,562 ",160
Jehu Rudeforth,India ,70% Dark Bites,27/11/2023,"$4,138 ",310
Beverie Moffet,UK  ,Organic Choco Syrup,27/11/2023,$385 ,75
Dotty Strutley,Canada  ,Peanut Butter Cubes,27/11/2023,"$6,894 ",731
Brien Boise,New Zealand ,Drinking Coco,27/11/2023,"$4,811 ",61
Dennison Crosswaite,Australia   ,99% Dark & Pure,27/11/2023,"$9,864 ",156
Beverie Moffet,USA   ,Fruit & Nut Bars,27/11/2023,"$2,671 ",40
Barr Faughny,UK ,Almond Choco,27/11/2023,"$8,829 ",58
Roddy Speechley,Canada   ,Mint Chip Choco,27/11/2023,$250 ,669
Camilla Castle,Canada,99% Dark & Pure,27/11/2023,"$6,145 ",543
Andria Kimpton,UK ,Caramel Stuffed Bars,27/11/2023,"$9,929 ",254
Jan Morforth,New Zealand   ,After Nines,27/11/2023,"$4,050 ",106
Wilone O'Kielt,Australia ,Almond Choco,28/11/2023,"$3,049 ",388
Curtice Advani,Canada,Choco Coated Almonds,28/11/2023,"$9,182 ",45
Jehu Rudeforth,Australia   ,After Nines,28/11/2023,"$7,794 ",239
Madelene Upcott,Australia   ,Peanut Butter Cubes,28/11/2023,"$5,882 ",637
Dotty Strutley,USA,Fruit & Nut Bars,28/11/2023,"$7,286 ",381
Jehu Rudeforth,UK ,Fruit & Nut Bars,28/11/2023,"$8,089 ",697
Dotty Strutley,New Zealand   ,70% Dark Bites,28/11/2023,"$2,259 ",70
Curtice Advani,USA ,Fruit & Nut Bars,28/11/2023,"$14,238 ",1738
Van Tuxwell,UK   ,Spicy Special Slims,28/11/2023,"$7,679 ",247
Rafaelita Blaksland,New Zealand ,After Nines,28/11/2023,"$8,228 ",355
Jehu Rudeforth,USA,Manuka Honey Choco,28/11/2023,$47 ,136
Roddy Speechley,UK,Mint Chip Choco,28/11/2023,"$3,326 ",240
Kaine Padly,Australia  ,85% Dark Bars,28/11/2023,"$3,893 ",94
Dennison Crosswaite,New Zealand,99% Dark & Pure,28/11/2023,"$6,082 ",7
Dennison Crosswaite,India  ,After Nines,28/11/2023,"$9,410 ",3
Marney O'Breen,USA   ,Eclairs,28/11/2023,"$4,894 ",511
Kelci Walkden,USA   ,Orange Choco,28/11/2023,"$5,704 ",279
Kelci Walkden,New Zealand  ,99% Dark & Pure,28/11/2023,"$10,289 ",249
Jehu Rudeforth,New Zealand ,Spicy Special Slims,28/11/2023,"$9,781 ",544
Mallorie Waber,USA   ,85% Dark Bars,28/11/2023,"$1,242 ",290
Husein Augar,New Zealand  ,Mint Chip Choco,28/11/2023,$133 ,287
Curtice Advani,Canada,White Choc,28/11/2023,"$4,763 ",430
Oby Sorrel,UK   ,Smooth Silky Salty,28/11/2023,"$6,120 ",515
Van Tuxwell,Canada   ,Choco Coated Almonds,28/11/2023,"$2,493 ",322
Dennison Crosswaite,India ,After Nines,28/11/2023,"$10,046 ",200
Brien Boise,USA,Peanut Butter Cubes,28/11/2023,"$9,905 ",244
Barr Faughny,USA ,85% Dark Bars,29/11/2023,"$1,775 ",6
Roddy Speechley,Australia  ,Peanut Butter Cubes,29/11/2023,"$5,603 ",387
Camilla Castle,UK   ,Smooth Silky Salty,29/11/2023,"$1,312 ",246
Karlen McCaffrey,India,Almond Choco,29/11/2023,"$4,698 ",616
Andria Kimpton,New Zealand,Drinking Coco,29/11/2023,"$3,677 ",479
Ches Bonnell,Australia   ,Spicy Special Slims,29/11/2023,"$3,393 ",261
Gunar Cockshoot,Australia   ,50% Dark Bites,29/11/2023,"$1,157 ",305
Kaine Padly,Canada ,After Nines,29/11/2023,"$5,922 ",84
Jan Morforth,India   ,70% Dark Bites,29/11/2023,"$2,876 ",230
Gunar Cockshoot,Australia  ,After Nines,29/11/2023,"$4,797 ",453
Marney O'Breen,Australia   ,After Nines,29/11/2023,"$3,780 ",13
Jan Morforth,USA   ,Mint Chip Choco,29/11/2023,"$1,051 ",182
Wilone O'Kielt,New Zealand ,Raspberry Choco,29/11/2023,"$9,430 ",806
Curtice Advani,New Zealand ,After Nines,29/11/2023,"$6,593 ",275
Beverie Moffet,Australia,Orange Choco,29/11/2023,"$7,277 ",122
Oby Sorrel,Australia   ,Orange Choco,29/11/2023,"$1,364 ",270
Gigi Bohling,Australia,Mint Chip Choco,29/11/2023,"$6,761 ",133
Jan Morforth,Canada ,50% Dark Bites,29/11/2023,$338 ,326
Jehu Rudeforth,New Zealand,Milk Bars,30/11/2023,"$2,536 ",151
Gunar Cockshoot,New Zealand,White Choc,30/11/2023,"$3,971 ",86
Camilla Castle,India ,Peanut Butter Cubes,30/11/2023,"$6,554 ",388
Madelene Upcott,Canada  ,85% Dark Bars,30/11/2023,"$3,674 ",266
Jehu Rudeforth,India ,Manuka Honey Choco,30/11/2023,"$6,302 ",52
Camilla Castle,Australia  ,Mint Chip Choco,30/11/2023,$387 ,151
Dotty Strutley,USA ,Choco Coated Almonds,30/11/2023,"$5,472 ",91
Wilone O'Kielt,India,Choco Coated Almonds,30/11/2023,"$2,079 ",162
Jan Morforth,Canada ,Choco Coated Almonds,30/11/2023,"$1,940 ",172
Camilla Castle,New Zealand  ,Manuka Honey Choco,30/11/2023,"$2,621 ",287
Wilone O'Kielt,UK   ,50% Dark Bites,30/11/2023,$806 ,162
Brien Boise,Canada,White Choc,30/11/2023,"$6,325 ",275
Barr Faughny,Canada   ,White Choc,30/11/2023,"$5,897 ",450
Jan Morforth,New Zealand ,Manuka Honey Choco,30/11/2023,"$2,126 ",79
Roddy Speechley,India,99% Dark & Pure,30/11/2023,$614 ,338
Wilone O'Kielt,Canada,White Choc,30/11/2023,"$1,679 ",74
Kelci Walkden,UK ,White Choc,30/11/2023,"$8,006 ",187
Ches Bonnell,India   ,White Choc,30/11/2023,"$1,996 ",669
Rafaelita Blaksland,Canada ,Organic Choco Syrup,30/11/2023,$266 ,134
Dennison Crosswaite,Canada,50% Dark Bites,30/11/2023,"$10,058 ",301
Karlen McCaffrey,India ,Organic Choco Syrup,30/11/2023,"$11,788 ",128
Roddy Speechley,India  ,70% Dark Bites,30/11/2023,$556 ,485
Kaine Padly,New Zealand,Organic Choco Syrup,30/11/2023,"$5,108 ",67
Brien Boise,USA  ,After Nines,30/11/2023,$972 ,36
Rafaelita Blaksland,New Zealand   ,Peanut Butter Cubes,1/12/2023,"$4,709 ",477
Ches Bonnell,USA,Orange Choco,1/12/2023,"$2,149 ",19
Jehu Rudeforth,Canada   ,After Nines,1/12/2023,"$3,429 ",40
Dotty Strutley,India  ,Mint Chip Choco,1/12/2023,"$2,201 ",248
Husein Augar,New Zealand ,Smooth Silky Salty,1/12/2023,"$1,778 ",153
Wilone O'Kielt,UK  ,Caramel Stuffed Bars,1/12/2023,$430 ,95
Brien Boise,UK  ,Peanut Butter Cubes,1/12/2023,"$3,368 ",439
Brien Boise,Canada   ,Smooth Silky Salty,1/12/2023,"$7,342 ",425
Oby Sorrel,USA,Almond Choco,1/12/2023,"$5,906 ",290
Rafaelita Blaksland,USA  ,Caramel Stuffed Bars,1/12/2023,"$2,086 ",77
Brien Boise,UK   ,85% Dark Bars,1/12/2023,"$8,161 ",358
Marney O'Breen,UK,85% Dark Bars,1/12/2023,"$5,126 ",40
Camilla Castle,USA,After Nines,1/12/2023,"$10,521 ",202
Kaine Padly,Australia   ,Almond Choco,1/12/2023,"$4,795 ",449
Dotty Strutley,New Zealand   ,Caramel Stuffed Bars,1/12/2023,"$6,080 ",312
Kelci Walkden,Canada ,Choco Coated Almonds,1/12/2023,"$13,419 ",116
Curtice Advani,New Zealand  ,Caramel Stuffed Bars,1/12/2023,"$7,907 ",51
Andria Kimpton,Canada,85% Dark Bars,1/12/2023,$396 ,56
Gigi Bohling,USA  ,Baker's Choco Chips,1/12/2023,"$2,106 ",425
Roddy Speechley,Australia   ,Raspberry Choco,1/12/2023,"$2,219 ",152
Dotty Strutley,Canada,Almond Choco,1/12/2023,"$2,516 ",453
Marney O'Breen,Australia ,Caramel Stuffed Bars,4/12/2023,"$2,801 ",166
Marney O'Breen,New Zealand   ,Fruit & Nut Bars,4/12/2023,"$6,912 ",402
Jan Morforth,New Zealand  ,Eclairs,4/12/2023,"$9,785 ",292
Jan Morforth,India ,Organic Choco Syrup,4/12/2023,"$8,503 ",245
Madelene Upcott,India  ,Spicy Special Slims,4/12/2023,"$9,009 ",176
Ches Bonnell,USA   ,Peanut Butter Cubes,4/12/2023,"$3,515 ",306
Husein Augar,Australia ,Baker's Choco Chips,4/12/2023,"$2,385 ",601
Gunar Cockshoot,New Zealand  ,Drinking Coco,4/12/2023,"$5,504 ",155
Roddy Speechley,New Zealand,Fruit & Nut Bars,4/12/2023,"$12,038 ",549
Camilla Castle,India   ,85% Dark Bars,4/12/2023,"$9,803 ",73
Rafaelita Blaksland,India  ,50% Dark Bites,4/12/2023,$497 ,1153
Curtice Advani,New Zealand,50% Dark Bites,4/12/2023,"$9,185 ",2233
Jan Morforth,Canada  ,Orange Choco,4/12/2023,"$13,048 ",51
Camilla Castle,USA  ,Eclairs,4/12/2023,"$9,572 ",87
Jan Morforth,New Zealand,Drinking Coco,4/12/2023,"$2,547 ",169
Gunar Cockshoot,New Zealand,Spicy Special Slims,4/12/2023,"$5,378 ",126
Karlen McCaffrey,India  ,99% Dark & Pure,4/12/2023,"$5,652 ",41
Kelci Walkden,Canada,Manuka Honey Choco,4/12/2023,"$7,049 ",133
Jan Morforth,Australia,Caramel Stuffed Bars,4/12/2023,"$1,778 ",161
Dennison Crosswaite,New Zealand   ,Manuka Honey Choco,4/12/2023,"$7,306 ",409
Kelci Walkden,New Zealand ,85% Dark Bars,4/12/2023,"$3,731 ",216
Husein Augar,Australia   ,Milk Bars,4/12/2023,"$6,757 ",187
Kaine Padly,UK ,Eclairs,4/12/2023,"$9,875 ",90
Mallorie Waber,India,85% Dark Bars,4/12/2023,"$9,011 ",204
Rafaelita Blaksland,Australia  ,White Choc,4/12/2023,"$5,090 ",91
Gunar Cockshoot,Canada ,Caramel Stuffed Bars,4/12/2023,"$3,116 ",914
Kelci Walkden,Australia ,White Choc,4/12/2023,"$3,159 ",107
Oby Sorrel,USA ,White Choc,4/12/2023,"$3,949 ",835
Barr Faughny,UK  ,Baker's Choco Chips,4/12/2023,$947 ,7
Barr Faughny,UK,After Nines,4/12/2023,"$4,028 ",320
Brien Boise,USA   ,Spicy Special Slims,4/12/2023,"$9,077 ",47
Gunar Cockshoot,Canada  ,85% Dark Bars,4/12/2023,"$4,151 ",247
Wilone O'Kielt,USA ,White Choc,4/12/2023,"$8,946 ",637
Marney O'Breen,Canada ,Eclairs,4/12/2023,"$5,040 ",256
Ches Bonnell,Australia ,Eclairs,4/12/2023,"$3,386 ",707
Jehu Rudeforth,Canada  ,Milk Bars,4/12/2023,"$1,087 ",51
Gigi Bohling,New Zealand ,Organic Choco Syrup,4/12/2023,"$5,292 ",87
Husein Augar,USA  ,85% Dark Bars,5/12/2023,"$4,446 ",184
Madelene Upcott,USA  ,Caramel Stuffed Bars,5/12/2023,"$1,051 ",310
Gigi Bohling,Australia  ,Fruit & Nut Bars,5/12/2023,"$11,714 ",255
Kaine Padly,Australia  ,70% Dark Bites,5/12/2023,"$3,616 ",128
Dennison Crosswaite,Canada   ,Orange Choco,5/12/2023,"$10,019 ",394
Van Tuxwell,USA,Milk Bars,5/12/2023,"$1,674 ",81
Wilone O'Kielt,India   ,Caramel Stuffed Bars,5/12/2023,"$1,881 ",274
Beverie Moffet,USA   ,After Nines,5/12/2023,"$4,840 ",58
Gunar Cockshoot,India   ,Eclairs,5/12/2023,"$1,004 ",314
Dotty Strutley,New Zealand,Choco Coated Almonds,5/12/2023,"$1,762 ",789
Brien Boise,New Zealand  ,Peanut Butter Cubes,5/12/2023,"$4,271 ",714
Andria Kimpton,New Zealand   ,Organic Choco Syrup,5/12/2023,"$1,040 ",635
Brien Boise,USA,White Choc,5/12/2023,$900 ,617
Oby Sorrel,India   ,50% Dark Bites,5/12/2023,$135 ,1048
Marney O'Breen,New Zealand  ,Drinking Coco,5/12/2023,"$5,580 ",163
Ches Bonnell,New Zealand   ,Mint Chip Choco,5/12/2023,"$1,159 ",8
Karlen McCaffrey,Australia   ,Peanut Butter Cubes,5/12/2023,"$7,997 ",514
Dotty Strutley,New Zealand   ,99% Dark & Pure,5/12/2023,"$10,762 ",92
Dotty Strutley,New Zealand  ,85% Dark Bars,5/12/2023,"$7,142 ",141
Dennison Crosswaite,New Zealand  ,Almond Choco,5/12/2023,"$7,571 ",396
Rafaelita Blaksland,USA  ,99% Dark & Pure,5/12/2023,"$9,509 ",477
Andria Kimpton,UK  ,Peanut Butter Cubes,5/12/2023,"$4,284 ",91
Brien Boise,UK,Almond Choco,5/12/2023,"$4,655 ",499
Mallorie Waber,Australia,Fruit & Nut Bars,5/12/2023,"$5,231 ",215
Brien Boise,Australia,Caramel Stuffed Bars,5/12/2023,"$2,090 ",750
Andria Kimpton,UK   ,70% Dark Bites,5/12/2023,"$5,317 ",234
Gigi Bohling,Australia ,Baker's Choco Chips,5/12/2023,"$14,139 ",239
Andria Kimpton,Australia  ,Choco Coated Almonds,5/12/2023,"$3,312 ",133
Brien Boise,Australia   ,85% Dark Bars,5/12/2023,"$1,748 ",365
Van Tuxwell,Australia ,Manuka Honey Choco,5/12/2023,"$2,135 ",3
Madelene Upcott,India   ,Fruit & Nut Bars,5/12/2023,"$1,262 ",922
Kelci Walkden,Australia,Drinking Coco,5/12/2023,"$5,636 ",984
Curtice Advani,UK  ,50% Dark Bites,5/12/2023,"$4,709 ",103
Wilone O'Kielt,USA  ,Eclairs,6/12/2023,"$5,405 ",84
Andria Kimpton,India ,Manuka Honey Choco,6/12/2023,"$4,185 ",20
Ches Bonnell,USA   ,50% Dark Bites,6/12/2023,"$4,430 ",791
Andria Kimpton,Canada  ,Almond Choco,6/12/2023,"$3,564 ",308
Mallorie Waber,UK,White Choc,6/12/2023,"$6,518 ",73
Curtice Advani,New Zealand   ,Organic Choco Syrup,6/12/2023,"$2,027 ",150
Jan Morforth,UK,Milk Bars,6/12/2023,"$4,019 ",223
Barr Faughny,Australia  ,Almond Choco,6/12/2023,"$6,795 ",114
Ches Bonnell,Canada   ,Caramel Stuffed Bars,6/12/2023,"$11,342 ",300
Karlen McCaffrey,Australia,Caramel Stuffed Bars,6/12/2023,"$12,051 ",334
Kaine Padly,Canada  ,Organic Choco Syrup,6/12/2023,$459 ,100
Brien Boise,Canada   ,Mint Chip Choco,6/12/2023,"$6,392 ",243
Marney O'Breen,UK,Organic Choco Syrup,6/12/2023,"$12,701 ",327
Marney O'Breen,Canada ,99% Dark & Pure,6/12/2023,"$5,423 ",351
Dotty Strutley,Canada  ,Manuka Honey Choco,6/12/2023,"$3,852 ",180
Andria Kimpton,USA  ,Drinking Coco,6/12/2023,"$6,221 ",119
Gunar Cockshoot,India,Smooth Silky Salty,6/12/2023,"$12,897 ",15
Van Tuxwell,USA ,Baker's Choco Chips,6/12/2023,"$5,009 ",500
Jan Morforth,USA  ,Orange Choco,6/12/2023,"$4,669 ",34
Andria Kimpton,Australia,Almond Choco,6/12/2023,"$7,306 ",144
Ches Bonnell,USA,Eclairs,6/12/2023,"$4,730 ",428
Gunar Cockshoot,UK   ,Mint Chip Choco,6/12/2023,"$7,866 ",91
Karlen McCaffrey,UK ,Drinking Coco,6/12/2023,"$6,156 ",196
Rafaelita Blaksland,Australia,Spicy Special Slims,7/12/2023,$394 ,82
Jan Morforth,Australia  ,Milk Bars,7/12/2023,$554 ,275
Wilone O'Kielt,Australia   ,Raspberry Choco,7/12/2023,$754 ,1365
Gunar Cockshoot,Australia ,70% Dark Bites,7/12/2023,$158 ,7
Brien Boise,USA  ,Milk Bars,7/12/2023,"$10,136 ",463
Gigi Bohling,UK ,85% Dark Bars,7/12/2023,"$1,843 ",21
Jan Morforth,USA,After Nines,7/12/2023,"$6,089 ",97
Kaine Padly,UK,Fruit & Nut Bars,7/12/2023,"$7,763 ",1141
Curtice Advani,New Zealand   ,Baker's Choco Chips,7/12/2023,"$2,572 ",40
Camilla Castle,USA  ,White Choc,7/12/2023,"$8,107 ",104
Kelci Walkden,India   ,Mint Chip Choco,7/12/2023,$230 ,604
Rafaelita Blaksland,New Zealand   ,Smooth Silky Salty,7/12/2023,"$5,587 ",393
Beverie Moffet,USA   ,70% Dark Bites,7/12/2023,"$5,281 ",338
Camilla Castle,India ,Spicy Special Slims,7/12/2023,"$8,339 ",22
Husein Augar,UK  ,Spicy Special Slims,7/12/2023,"$5,069 ",61
Dennison Crosswaite,India ,Orange Choco,7/12/2023,"$4,349 ",349
Dennison Crosswaite,Canada,Peanut Butter Cubes,7/12/2023,"$7,459 ",18
Wilone O'Kielt,USA  ,Spicy Special Slims,7/12/2023,"$9,171 ",238
Andria Kimpton,USA ,Fruit & Nut Bars,7/12/2023,"$13,455 ",267
Barr Faughny,UK,70% Dark Bites,7/12/2023,"$2,354 ",2083
Brien Boise,India   ,Spicy Special Slims,7/12/2023,"$5,288 ",820
Oby Sorrel,India  ,Drinking Coco,7/12/2023,"$7,038 ",414
Husein Augar,USA,50% Dark Bites,7/12/2023,"$3,870 ",39
Wilone O'Kielt,USA ,Smooth Silky Salty,7/12/2023,"$12,971 ",273
Oby Sorrel,UK   ,70% Dark Bites,7/12/2023,"$10,310 ",197
Madelene Upcott,Canada  ,Smooth Silky Salty,7/12/2023,$686 ,258
Kelci Walkden,USA   ,Drinking Coco,7/12/2023,"$2,975 ",165
